t,dt,left_rpm,right_rpm,v,w,x,y,theta,imu_heading_deg,theta_src
1785930000.472315,0.0000,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,64.3125,enc
1785930000.737431,0.2651,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,60.1250,imu
1785930000.985649,0.2482,-12.063593864440918,11.70348834991455,-0.0011,0.4040,-0.0003,-0.0000,0.0654,56.3750,imu
1785930000.985729,0.0001,-29.52880096435547,28.448476791381836,-0.0032,0.9855,-0.0003,-0.0000,0.1691,50.4375,imu
1785930001.238157,0.2524,-24.609731674194336,24.24242401123047,-0.0011,0.8304,-0.0005,-0.0001,0.2716,44.5625,imu
1785930001.498962,0.2608,-0.7346189022064209,0.7346189022064209,0.0000,0.0250,-0.0005,-0.0001,0.3218,41.6875,imu
1785930001.499038,0.0001,-0.0,-0.0,-0.0000,0.0000,-0.0005,-0.0001,0.3371,40.8125,imu
1785930001.589465,0.0904,-2.0202019214630127,1.8365472555160522,-0.0005,0.0656,-0.0006,-0.0001,0.3371,40.8125,imu
1785930002.868963,1.2795,-11.883541107177734,11.34338092803955,-0.0016,0.3948,-0.0025,-0.0009,0.3818,38.2500,imu
1785930002.869062,0.0001,-3.3057851791381836,3.1221303939819336,-0.0005,0.1093,-0.0025,-0.0009,0.3982,37.3125,imu
1785930003.743187,0.8741,-29.384756088256836,28.282827377319336,-0.0032,0.9802,-0.0050,-0.0021,0.4516,34.2500,imu
1785930003.743355,0.0002,-28.099172592163086,27.18090057373047,-0.0027,0.9397,-0.0050,-0.0021,0.5301,29.7500,imu
1785930003.743387,0.0000,-15.426996231079102,15.059687614440918,-0.0011,0.5182,-0.0050,-0.0021,0.5967,25.9375,imu
1785930003.743423,0.0000,-14.876032829284668,14.325068473815918,-0.0016,0.4964,-0.0050,-0.0021,0.6109,25.1250,imu
1785930003.743447,0.0000,-26.62993621826172,26.078969955444336,-0.0016,0.8959,-0.0050,-0.0021,0.6774,21.3125,imu
1785930003.743469,0.0000,-6.611570358276367,6.427915573120117,-0.0005,0.2216,-0.0050,-0.0021,0.7189,18.9375,imu
1785930003.743494,0.0000,-0.0,-0.0,-0.0000,0.0000,-0.0050,-0.0021,0.7265,18.5000,imu
1785930003.743516,0.0000,-8.81542682647705,8.08080768585205,-0.0022,0.2872,-0.0050,-0.0021,0.7298,18.3125,imu
1785930003.743538,0.0000,-29.384756088256836,28.466482162475586,-0.0027,0.9834,-0.0050,-0.0021,0.7799,15.4375,imu
1785930003.743561,0.0000,-28.099172592163086,26.813589096069336,-0.0038,0.9334,-0.0050,-0.0021,0.8432,11.8125,imu
1785930003.844304,0.1007,-27.91551971435547,26.62993621826172,-0.0038,0.9272,-0.0052,-0.0024,0.9054,8.2500,imu
1785930003.903028,0.0587,-27.731863021850586,26.44628143310547,-0.0038,0.9209,-0.0054,-0.0026,0.9676,4.6875,imu
1785930003.903126,0.0001,-22.184038162231445,21.27485466003418,-0.0027,0.7387,-0.0054,-0.0026,1.0243,1.4375,imu
1785930003.996140,0.0930,-28.650136947631836,27.36455535888672,-0.0038,0.9521,-0.0055,-0.0029,1.0832,358.0625,imu
1785930004.045769,0.0496,-23.76708221435547,23.22692108154297,-0.0016,0.7988,-0.0055,-0.0030,1.1596,353.6875,imu
1785930004.045853,0.0001,-20.56932830810547,19.4674015045166,-0.0032,0.6805,-0.0055,-0.0030,1.1988,351.4375,imu
1785930004.045880,0.0000,-28.628530502319336,27.008047103881836,-0.0048,0.9457,-0.0055,-0.0030,1.2621,347.8125,imu
1785930004.045904,0.0000,-22.22222137451172,21.30394744873047,-0.0027,0.7399,-0.0055,-0.0030,1.3155,344.7500,imu
1785930004.045929,0.0000,-28.650136947631836,27.18090057373047,-0.0043,0.9490,-0.0055,-0.0030,1.3668,341.8125,imu
1785930004.045952,0.0000,-28.00279998779297,26.72994613647461,-0.0037,0.9303,-0.0055,-0.0030,1.4224,338.6250,imu
1785930004.045975,0.0000,-14.764400482177734,14.404293060302734,-0.0011,0.4958,-0.0055,-0.0030,1.4868,334.9375,imu
1785930004.045997,0.0000,-0.0,-0.0,-0.0000,0.0000,-0.0055,-0.0030,1.4857,335.0000,imu
1785930004.046019,0.0000,-18.54912757873535,17.44719886779785,-0.0032,0.6119,-0.0055,-0.0030,1.4999,334.1875,imu
1785930004.197522,0.1515,-29.168691635131836,27.728261947631836,-0.0042,0.9671,-0.0056,-0.0036,1.5566,330.9375,imu
1785930004.197661,0.0001,-28.268423080444336,26.64794158935547,-0.0048,0.9335,-0.0056,-0.0036,1.6112,327.8125,imu
1785930004.300823,0.1032,-9.81916332244873,9.455491065979004,-0.0011,0.3276,-0.0055,-0.0037,1.6526,325.4375,imu
1785930004.463518,0.1627,-0.0,-0.0,-0.0000,0.0000,-0.0055,-0.0037,1.6461,325.8125,imu
1785930004.917478,0.4540,-0.0,-0.0,-0.0000,0.0000,-0.0055,-0.0037,1.6515,325.5000,imu
1785930005.015873,0.0984,-0.0,-0.0,-0.0000,0.0000,-0.0055,-0.0037,1.6515,325.5000,imu
1785930005.015959,0.0001,-0.0,-0.0,-0.0000,0.0000,-0.0055,-0.0037,1.6515,325.5000,imu
1785930005.016056,0.0001,-0.0,-0.0,-0.0000,0.0000,-0.0055,-0.0037,1.6515,325.5000,imu
1785930005.016085,0.0000,-0.0,-0.0,-0.0000,0.0000,-0.0055,-0.0037,1.6515,325.5000,imu
1785930005.016107,0.0000,-0.0,-0.0,-0.0000,0.0000,-0.0055,-0.0037,1.6515,325.5000,imu
1785930005.016128,0.0000,-0.0,-0.0,-0.0000,0.0000,-0.0055,-0.0037,1.6515,325.5000,imu
1785930005.016150,0.0000,-0.0,-0.0,-0.0000,0.0000,-0.0055,-0.0037,1.6515,325.5000,imu
1785930005.016170,0.0000,-0.0,-0.0,-0.0000,0.0000,-0.0055,-0.0037,1.6515,325.5000,imu
1785930005.016192,0.0000,-0.0,-0.0,-0.0000,0.0000,-0.0055,-0.0037,1.6515,325.5000,imu
1785930005.016213,0.0000,-0.0,-0.0,-0.0000,0.0000,-0.0055,-0.0037,1.6515,325.5000,imu
1785930005.069406,0.0532,-0.0,-0.0,-0.0000,0.0000,-0.0055,-0.0037,1.6515,325.5000,imu
1785930005.131624,0.0622,-0.0,-0.0,-0.0000,0.0000,-0.0055,-0.0037,1.6515,325.5000,imu
1785930005.272744,0.1411,-0.0,-0.0,-0.0000,0.0000,-0.0055,-0.0037,1.6515,325.5000,imu
1785930005.297765,0.0250,-0.0,-0.0,-0.0000,0.0000,-0.0055,-0.0037,1.6515,325.5000,imu
1785930005.393607,0.0958,-0.0,-0.0,-0.0000,0.0000,-0.0055,-0.0037,1.6515,325.5000,imu
1785930005.451197,0.0576,-0.0,-0.0,-0.0000,0.0000,-0.0055,-0.0037,1.6515,325.5000,imu
1785930005.590841,0.1396,-0.0,-0.0,-0.0000,0.0000,-0.0055,-0.0037,1.6515,325.5000,imu
1785930005.683772,0.0929,-0.0,-0.0,-0.0000,0.0000,-0.0055,-0.0037,1.6515,325.5000,imu
1785930005.739281,0.0555,21.45669174194336,-20.547510147094727,0.0027,-0.7140,-0.0056,-0.0036,1.6439,325.9375,imu
1785930005.787091,0.0478,29.708852767944336,-27.548208236694336,0.0063,-0.9733,-0.0056,-0.0033,1.5948,328.7500,imu
1785930005.848541,0.0615,28.628530502319336,-26.46788787841797,0.0063,-0.9365,-0.0055,-0.0029,1.5206,333.0000,imu
1785930005.900066,0.0515,28.628530502319336,-26.82799530029297,0.0053,-0.9426,-0.0055,-0.0026,1.4552,336.7500,imu
1785930005.987074,0.0870,28.628530502319336,-26.64794158935547,0.0058,-0.9396,-0.0054,-0.0021,1.4039,339.6875,imu
1785930006.142223,0.1551,28.08837127685547,-26.46788787841797,0.0048,-0.9273,-0.0053,-0.0014,1.3461,343.0000,imu
1785930006.199142,0.0569,28.366474151611328,-26.366273880004883,0.0059,-0.9303,-0.0052,-0.0011,1.2785,346.8750,imu
1785930006.306208,0.1071,28.268423080444336,-26.287832260131836,0.0058,-0.9273,-0.0050,-0.0005,1.2108,350.7500,imu
1785930006.401646,0.0954,27.728261947631836,-26.10778045654297,0.0048,-0.9151,-0.0048,-0.0001,1.1301,355.3750,imu
1785930006.499516,0.0979,27.908315658569336,-26.10778045654297,0.0053,-0.9182,-0.0045,0.0004,1.0570,359.5625,imu
1785930006.570386,0.0709,27.731863021850586,-26.262624740600586,0.0043,-0.9178,-0.0043,0.0006,1.0025,2.6875,imu
1785930006.670883,0.1005,27.82096290588379,-26.366273880004883,0.0043,-0.9211,-0.0041,0.0010,0.9305,6.8125,imu
1785930006.776485,0.1056,27.36455535888672,-26.078969955444336,0.0038,-0.9084,-0.0038,0.0013,0.8705,10.2500,imu
1785930006.869746,0.0933,27.457292556762695,-26.002599716186523,0.0043,-0.9087,-0.0036,0.0016,0.8050,14.0000,imu
1785930006.972542,0.1028,27.188100814819336,-25.74767303466797,0.0042,-0.8998,-0.0032,0.0019,0.7385,17.8125,imu
1785930007.114625,0.1421,27.008047103881836,-25.74767303466797,0.0037,-0.8967,-0.0028,0.0022,0.6829,21.0000,imu
1785930007.183773,0.0691,27.18090057373047,-25.89531707763672,0.0038,-0.9022,-0.0026,0.0023,0.6196,24.6250,imu
1785930007.321182,0.1374,26.82799530029297,-25.74767303466797,0.0032,-0.8937,-0.0022,0.0026,0.5618,27.9375,imu
1785930007.392438,0.0713,26.82799530029297,-25.20751190185547,0.0048,-0.8845,-0.0019,0.0027,0.5061,31.1250,imu
1785930007.486639,0.0942,26.62993621826172,-25.528005599975586,0.0032,-0.8866,-0.0017,0.0029,0.4451,34.6250,imu
1785930007.587459,0.1008,26.46788787841797,-25.38756561279297,0.0032,-0.8814,-0.0014,0.0030,0.3894,37.8125,imu
1785930007.685786,0.0983,26.64794158935547,-25.38756561279297,0.0037,-0.8845,-0.0010,0.0031,0.3294,41.2500,imu
1785930007.783166,0.0974,26.287832260131836,-24.847402572631836,0.0042,-0.8692,-0.0006,0.0032,0.2673,44.8125,imu
1785930007.887004,0.1038,26.078969955444336,-24.609731674194336,0.0043,-0.8616,-0.0002,0.0033,0.2073,48.2500,imu
1785930007.987967,0.1010,26.10778045654297,-24.48729705810547,0.0048,-0.8600,0.0003,0.0034,0.1429,51.9375,imu
1785930008.107905,0.1199,26.078969955444336,-24.793386459350586,0.0038,-0.8647,0.0007,0.0034,0.0840,55.3125,imu
1785930008.211833,0.1039,15.092418670654297,-14.001399993896484,0.0032,-0.4945,0.0011,0.0034,0.0262,58.6250,imu
1785930008.343057,0.1312,-0.0,-0.0,-0.0000,0.0000,0.0011,0.0034,0.0349,58.1250,imu
1785930008.406228,0.0632,-0.0,-0.0,-0.0000,0.0000,0.0011,0.0034,0.0360,58.0625,imu
1785930008.505271,0.0990,-15.243342399597168,-14.141413688659668,-0.0862,0.0187,-0.0075,0.0031,0.0360,58.0625,imu
1785930008.602839,0.0976,-28.650136947631836,-27.731863021850586,-0.1653,0.0156,-0.0236,0.0026,0.0338,58.1875,imu
1785930008.706182,0.1033,-27.91551971435547,-27.36455535888672,-0.1621,0.0094,-0.0403,0.0020,0.0327,58.2500,imu
1785930008.806598,0.1004,-27.548208236694336,-26.997243881225586,-0.1599,0.0094,-0.0564,0.0016,0.0295,58.4375,imu
1785930008.917700,0.1111,-27.548208236694336,-26.997243881225586,-0.1599,0.0094,-0.0741,0.0010,0.0316,58.3125,imu
1785930009.023877,0.1062,-27.457292556762695,-26.72994613647461,-0.1589,0.0124,-0.0910,0.0005,0.0305,58.3750,imu
1785930009.123193,0.0993,-27.36455535888672,-26.813589096069336,-0.1589,0.0094,-0.1068,0.0000,0.0284,58.5000,imu
1785930009.233814,0.1106,-27.18090057373047,-26.62993621826172,-0.1578,0.0094,-0.1242,-0.0005,0.0295,58.4375,imu
1785930009.326288,0.0925,-27.18090057373047,-26.44628143310547,-0.1572,0.0125,-0.1388,-0.0009,0.0305,58.3750,imu
1785930009.418436,0.0921,-26.813589096069336,-26.44628143310547,-0.1562,0.0062,-0.1531,-0.0014,0.0295,58.4375,imu
1785930009.491701,0.0733,-26.91178321838379,-26.184436798095703,-0.1557,0.0124,-0.1645,-0.0017,0.0284,58.5000,imu
1785930009.593201,0.1015,-26.62993621826172,-26.262624740600586,-0.1551,0.0062,-0.1803,-0.0022,0.0305,58.3750,imu
1785930009.693644,0.1004,-26.44628143310547,-25.89531707763672,-0.1535,0.0094,-0.1957,-0.0027,0.0327,58.2500,imu
1785930009.790916,0.0973,-26.44628143310547,-26.078969955444336,-0.1540,0.0062,-0.2107,-0.0031,0.0316,58.3125,imu
1785930009.892125,0.1012,-26.54810905456543,-25.820762634277344,-0.1536,0.0124,-0.2262,-0.0036,0.0305,58.3750,imu
1785930009.994757,0.1026,-26.184436798095703,-25.820762634277344,-0.1525,0.0062,-0.2418,-0.0041,0.0305,58.3750,imu
1785930010.094468,0.0997,-26.078969955444336,-25.528005599975586,-0.1513,0.0094,-0.2569,-0.0045,0.0305,58.3750,imu
1785930010.192754,0.0983,-26.078969955444336,-25.528005599975586,-0.1513,0.0094,-0.2718,-0.0050,0.0305,58.3750,imu
1785930010.294483,0.1017,-25.89531707763672,-25.344350814819336,-0.1502,0.0094,-0.2871,-0.0055,0.0316,58.3125,imu
1785930010.409328,0.1148,-25.71166229248047,-25.528005599975586,-0.1502,0.0031,-0.3043,-0.0060,0.0305,58.3750,imu
1785930010.505432,0.0961,-25.528005599975586,-25.344350814819336,-0.1492,0.0031,-0.3186,-0.0065,0.0316,58.3125,imu
1785930010.614778,0.1093,-25.71166229248047,-25.344350814819336,-0.1497,0.0062,-0.3350,-0.0069,0.0295,58.4375,imu
1785930010.711160,0.0964,-25.344350814819336,-24.97704315185547,-0.1476,0.0062,-0.3492,-0.0067,-0.0207,61.3125,imu
1785930010.804985,0.0938,-25.38756561279297,-25.20751190185547,-0.1484,0.0031,-0.3631,-0.0060,-0.0436,62.6250,imu
1785930010.908026,0.1030,-24.97704315185547,-26.997243881225586,-0.1524,-0.0343,-0.3788,-0.0054,-0.0425,62.5625,imu
1785930011.010181,0.1022,-25.14108657836914,-26.210918426513672,-0.1506,-0.0182,-0.3942,-0.0047,-0.0425,62.5625,imu
1785930011.112183,0.1020,-24.97704315185547,-28.282827377319336,-0.1562,-0.0562,-0.4101,-0.0041,-0.0415,62.5000,imu
1785930011.211984,0.0998,-24.97704315185547,-30.853992462158203,-0.1637,-0.0999,-0.4264,-0.0034,-0.0425,62.5625,imu
1785930011.320029,0.1080,-24.609731674194336,-24.97704315185547,-0.1454,-0.0062,-0.4421,-0.0027,-0.0415,62.5000,imu
1785930011.424786,0.1048,-3.1221303939819336,-3.3057851791381836,-0.0188,-0.0031,-0.4441,-0.0026,-0.0633,63.7500,imu
1785930011.535513,0.1107,-3.9611802101135254,-3.7811264991760254,-0.0227,0.0031,-0.4466,-0.0023,-0.1080,66.3125,imu
1785930011.633121,0.0976,-28.628530502319336,-31.329336166381836,-0.1758,-0.0459,-0.4636,-0.0000,-0.1353,67.8750,imu
1785930011.732902,0.0998,-28.08837127685547,-29.708852767944336,-0.1695,-0.0275,-0.4802,0.0029,-0.1713,69.9375,imu
1785930011.829113,0.0962,-27.728261947631836,-30.609121322631836,-0.1711,-0.0490,-0.4964,0.0062,-0.2007,71.6250,imu
1785930011.931429,0.1023,-27.548208236694336,-26.262624740600586,-0.1578,0.0219,-0.5121,0.0098,-0.2291,73.2500,imu
1785930012.035174,0.1037,-27.36815643310547,-32.4096565246582,-0.1753,-0.0857,-0.5297,0.0142,-0.2433,74.0625,imu
1785930012.136004,0.1008,-27.36455535888672,-25.528005599975586,-0.1551,0.0312,-0.5449,0.0180,-0.2443,74.1250,imu
1785930012.233143,0.0971,-27.09362030029297,-27.82096290588379,-0.1610,-0.0124,-0.5600,0.0221,-0.2694,75.5625,imu
1785930012.308808,0.0757,-27.18090057373047,-26.997243881225586,-0.1589,0.0031,-0.5715,0.0257,-0.2967,77.1250,imu
1785930012.407938,0.0991,-26.813589096069336,-28.099172592163086,-0.1610,-0.0219,-0.5866,0.0308,-0.3251,78.7500,imu
1785930012.508473,0.1005,-26.997243881225586,-25.89531707763672,-0.1551,0.0187,-0.6013,0.0361,-0.3512,80.2500,imu
1785930012.615880,0.1074,-26.813589096069336,-33.7924690246582,-0.1777,-0.1186,-0.6190,0.0431,-0.3752,81.6250,imu
1785930012.717372,0.1015,-26.62993621826172,-31.404958724975586,-0.1702,-0.0812,-0.6350,0.0498,-0.3949,82.7500,imu
1785930012.850156,0.1328,-26.262624740600586,-24.609731674194336,-0.1492,0.0281,-0.6531,0.0578,-0.4167,84.0000,imu
1785930012.951255,0.1011,-26.44628143310547,-25.89531707763672,-0.1535,0.0094,-0.6671,0.0644,-0.4418,85.4375,imu
1785930013.055591,0.1043,-26.078969955444336,-25.89531707763672,-0.1524,0.0031,-0.6813,0.0715,-0.4625,86.6250,imu
1785930013.177252,0.1217,-26.078969955444336,-25.71166229248047,-0.1519,0.0062,-0.6977,0.0800,-0.4789,87.5625,imu
1785930013.331065,0.1538,-26.078969955444336,-25.71166229248047,-0.1519,0.0062,-0.7182,0.0912,-0.5007,88.8125,imu
1785930013.371517,0.0405,-25.89531707763672,-29.752065658569336,-0.1632,-0.0656,-0.7239,0.0945,-0.5225,90.0625,imu
1785930013.425833,0.0543,-25.71166229248047,-24.42607879638672,-0.1470,0.0219,-0.7308,0.0987,-0.5454,91.3750,imu
1785930013.585828,0.1600,-25.528005599975586,-25.344350814819336,-0.1492,0.0031,-0.7509,0.1115,-0.5661,92.5625,imu
1785930013.723131,0.1373,-25.567617416381836,-25.02745819091797,-0.1484,0.0092,-0.7681,0.1224,-0.5661,92.5625,imu
