t,dt,left_rpm,right_rpm,v,w,x,y,theta
1785738267.998836,0.0000,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000
1785738268.302220,0.3034,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000
1785738268.559407,0.2572,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000
1785738269.057445,0.4980,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000
1785738269.825626,0.7682,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000
1785738270.085997,0.2604,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000
1785738270.854735,0.7687,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000
1785738271.516808,0.6621,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000
1785738271.840099,0.3233,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000
1785738271.989000,0.1489,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000
1785738271.989048,0.0000,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000
1785738271.989058,0.0000,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000
1785738271.989066,0.0000,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000
1785738271.989073,0.0000,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000
1785738271.989081,0.0000,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000
1785738271.989089,0.0000,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000
1785738271.989098,0.0000,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000
1785738271.989106,0.0000,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000
1785738271.989114,0.0000,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000
1785738271.989121,0.0000,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000
1785738271.989128,0.0000,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000
1785738272.149141,0.1600,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000
1785738272.336325,0.1872,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000
1785738272.487959,0.1516,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000
1785738272.608032,0.1201,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000
1785738272.804601,0.1966,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000
1785738272.865155,0.0606,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000
1785738272.954891,0.0897,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000
1785738273.004025,0.0491,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000
1785738273.104667,0.1006,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000
1785738273.213804,0.1091,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000
1785738273.214000,0.0002,33.457889556884766,-24.366071701049805,0.0267,-0.9829,0.0000,-0.0000,-0.0002
1785738273.214025,0.0000,33.09421920776367,-23.82056427001953,0.0272,-0.9674,0.0000,-0.0000,-0.0002
1785738273.214040,0.0000,34.185237884521484,-24.911582946777344,0.0272,-1.0045,0.0000,-0.0000,-0.0002
1785738273.214049,0.0000,34.73074722290039,-25.27525520324707,0.0277,-1.0200,0.0000,-0.0000,-0.0002
1785738273.214060,0.0000,34.548912048339844,-25.09341812133789,0.0277,-1.0138,0.0000,-0.0000,-0.0003
1785738273.214068,0.0000,34.548912048339844,-24.911582946777344,0.0283,-1.0107,0.0000,-0.0000,-0.0003
1785738273.214077,0.0000,34.36707305908203,-24.911582946777344,0.0277,-1.0076,0.0000,-0.0000,-0.0003
1785738273.214086,0.0000,35.6506233215332,-25.38756561279297,0.0301,-1.0375,0.0000,-0.0000,-0.0003
1785738273.214095,0.0000,36.1854362487793,-26.366273880004883,0.0288,-1.0633,0.0000,-0.0000,-0.0003
1785738273.214106,0.0000,36.1907844543457,-26.10778045654297,0.0296,-1.0590,0.0000,-0.0000,-0.0003
1785738273.306347,0.0922,37.821964263916016,-27.457292556762695,0.0304,-1.1096,0.0028,-0.0003,-0.1027
1785738273.372295,0.0659,37.64012908935547,-27.457292556762695,0.0299,-1.1065,0.0047,-0.0006,-0.1756
1785738273.464775,0.0925,37.64012908935547,-26.91178321838379,0.0315,-1.0973,0.0075,-0.0014,-0.2771
1785738273.514582,0.0498,38.7115364074707,-27.548208236694336,0.0327,-1.1263,0.0091,-0.0020,-0.3332
1785738273.624575,0.1100,38.54930877685547,-27.457292556762695,0.0325,-1.1220,0.0123,-0.0035,-0.4566
1785738273.819209,0.1946,38.54930877685547,-27.275455474853516,0.0331,-1.1189,0.0173,-0.0076,-0.6744
1785738273.842736,0.0235,38.185638427734375,-27.09362030029297,0.0325,-1.1096,0.0179,-0.0080,-0.7005
1785738273.890037,0.0473,39.09482192993164,-28.366474151611328,0.0315,-1.1467,0.0190,-0.0091,-0.7547
1785738273.995993,0.1060,39.27665328979492,-28.366474151611328,0.0320,-1.1498,0.0211,-0.0117,-0.8766
1785738273.996038,0.0000,39.07164001464844,-28.628530502319336,0.0306,-1.1508,0.0211,-0.0117,-0.8766
1785738274.094744,0.0987,39.2516975402832,-28.80858612060547,0.0306,-1.1569,0.0228,-0.0142,-0.9908
1785738274.094793,0.0000,39.09482192993164,-28.366474151611328,0.0315,-1.1467,0.0228,-0.0142,-0.9909
1785738274.094806,0.0000,39.09482192993164,-28.548309326171875,0.0309,-1.1498,0.0228,-0.0142,-0.9909
1785738274.094815,0.0000,39.27665328979492,-28.366474151611328,0.0320,-1.1498,0.0228,-0.0142,-0.9909
1785738274.094824,0.0000,39.27665328979492,-28.18463706970215,0.0325,-1.1467,0.0228,-0.0142,-0.9909
1785738274.094833,0.0000,39.27665328979492,-28.366474151611328,0.0320,-1.1498,0.0228,-0.0142,-0.9909
1785738274.094841,0.0000,39.4317512512207,-28.448476791381836,0.0322,-1.1538,0.0228,-0.0142,-0.9909
1785738274.094849,0.0000,39.27665328979492,-28.18463706970215,0.0325,-1.1467,0.0228,-0.0142,-0.9909
1785738274.094857,0.0000,39.27665328979492,-28.18463706970215,0.0325,-1.1467,0.0228,-0.0142,-0.9909
1785738274.094865,0.0000,39.09482192993164,-28.00279998779297,0.0325,-1.1405,0.0228,-0.0142,-0.9909
1785738274.094874,0.0000,39.6118049621582,-28.268423080444336,0.0333,-1.1538,0.0228,-0.0142,-0.9909
1785738274.094883,0.0000,39.458492279052734,-28.548309326171875,0.0320,-1.1560,0.0228,-0.0142,-0.9910
1785738274.232061,0.1372,39.458492279052734,-28.366474151611328,0.0325,-1.1529,0.0246,-0.0183,-1.1491
1785738274.334001,0.1019,39.27665328979492,-28.548309326171875,0.0315,-1.1529,0.0256,-0.0213,-1.2666
1785738274.456156,0.1222,39.27665328979492,-28.18463706970215,0.0325,-1.1467,0.0262,-0.0253,-1.4067
1785738274.501260,0.0451,39.2516975402832,-27.908315658569336,0.0333,-1.1416,0.0264,-0.0267,-1.4582
1785738274.556478,0.0552,39.27665328979492,-28.18463706970215,0.0325,-1.1467,0.0265,-0.0285,-1.5215
1785738274.643658,0.0872,39.458492279052734,-28.366474151611328,0.0325,-1.1529,0.0264,-0.0314,-1.6220
1785738274.694250,0.0506,39.27665328979492,-28.18463706970215,0.0325,-1.1467,0.0262,-0.0330,-1.6800
1785738274.761018,0.0668,39.27665328979492,-28.18463706970215,0.0325,-1.1467,0.0258,-0.0351,-1.7566
1785738274.853348,0.0923,39.458492279052734,-28.18463706970215,0.0331,-1.1498,0.0249,-0.0381,-1.8628
1785738274.965487,0.1121,40.22038650512695,-25.344350814819336,0.0436,-1.1145,0.0229,-0.0425,-1.9877
1785738275.071235,0.1057,40.54950714111328,-23.456892013549805,0.0501,-1.0880,0.0202,-0.0471,-2.1028
1785738275.122067,0.0508,40.54950714111328,-23.82056427001953,0.0491,-1.0942,0.0188,-0.0492,-2.1584
