t,dt,left_rpm,right_rpm,v,w,x,y,theta,imu_heading_deg,theta_src
1785931166.656071,0.0000,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,54.0625,enc
1785931166.697230,0.0412,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,54.0625,imu
1785931166.797732,0.1005,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,54.0625,imu
1785931166.900183,0.1025,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,54.0625,imu
1785931167.003699,0.1035,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,54.0625,imu
1785931167.107842,0.1041,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,54.0625,imu
1785931167.207056,0.0992,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,54.0625,imu
1785931167.308254,0.1012,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,54.0625,imu
1785931167.413017,0.1048,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,54.0625,imu
1785931167.514751,0.1017,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,54.0625,imu
1785931167.617358,0.1026,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,54.0625,imu
1785931167.716813,0.0995,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,54.0625,imu
1785931167.836736,0.1199,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,54.0625,imu
1785931167.927188,0.0905,-20.56932830810547,-20.75298309326172,-0.1212,-0.0031,-0.0110,-0.0000,0.0044,53.8125,imu
1785931168.029327,0.1021,-27.728261947631836,-29.52880096435547,-0.1679,-0.0306,-0.0281,-0.0002,0.0076,53.6250,imu
1785931168.127552,0.0982,-27.280750274658203,-31.381778717041016,-0.1720,-0.0697,-0.0450,-0.0002,0.0033,53.8750,imu
1785931168.231823,0.1043,-27.36815643310547,-29.888906478881836,-0.1679,-0.0428,-0.0625,-0.0003,0.0033,53.8750,imu
1785931168.333541,0.1017,-27.008047103881836,-27.728261947631836,-0.1605,-0.0122,-0.0788,-0.0004,0.0044,53.8125,imu
1785931168.437920,0.1044,-27.09362030029297,-34.73074722290039,-0.1813,-0.1298,-0.0978,-0.0005,0.0055,53.7500,imu
1785931168.537021,0.0991,-26.72994613647461,-25.27525520324707,-0.1525,0.0247,-0.1129,-0.0005,0.0055,53.7500,imu
1785931168.609534,0.0725,-26.813589096069336,-26.262624740600586,-0.1556,0.0094,-0.1242,-0.0006,0.0044,53.8125,imu
1785931168.711853,0.1023,-26.62993621826172,-31.955923080444336,-0.1718,-0.0905,-0.1417,-0.0007,0.0065,53.6875,imu
1785931168.809900,0.0980,-26.62993621826172,-25.344350814819336,-0.1524,0.0219,-0.1567,-0.0008,0.0055,53.7500,imu
1785931168.998687,0.1888,-26.54810905456543,-28.911983489990234,-0.1626,-0.0402,-0.1874,-0.0010,0.0055,53.7500,imu
1785931169.018539,0.0199,-26.262624740600586,-25.71166229248047,-0.1524,0.0094,-0.1904,-0.0010,0.0055,53.7500,imu
1785931169.254930,0.2364,-26.184436798095703,-28.911983489990234,-0.1616,-0.0464,-0.2286,-0.0012,0.0055,53.7500,imu
1785931169.254976,0.0000,-26.078969955444336,-24.97704315185547,-0.1497,0.0187,-0.2286,-0.0012,0.0055,53.7500,imu
1785931169.312815,0.0578,-26.078969955444336,-25.71166229248047,-0.1519,0.0062,-0.2374,-0.0012,0.0044,53.8125,imu
1785931169.510720,0.1979,-25.89531707763672,-30.670339584350586,-0.1659,-0.0812,-0.2702,-0.0014,0.0055,53.7500,imu
1785931169.512511,0.0018,-25.89531707763672,-24.42607879638672,-0.1476,0.0250,-0.2705,-0.0014,0.0076,53.6250,imu
1785931169.725431,0.2129,-25.71166229248047,-25.16069793701172,-0.1492,0.0094,-0.3022,-0.0016,0.0065,53.6875,imu
1785931169.725524,0.0001,-25.528005599975586,-25.16069793701172,-0.1486,0.0062,-0.3022,-0.0016,0.0076,53.6250,imu
1785931169.819026,0.0935,-25.344350814819336,-29.384756088256836,-0.1605,-0.0687,-0.3172,-0.0017,0.0087,53.5625,imu
1785931169.971490,0.1525,-25.528005599975586,-26.813589096069336,-0.1535,-0.0219,-0.3406,-0.0020,0.0120,53.3750,imu
1785931170.023555,0.0521,-25.27525520324707,-24.18423843383789,-0.1450,0.0185,-0.3482,-0.0021,0.0076,53.6250,imu
1785931170.229305,0.2057,-24.97704315185547,-24.793386459350586,-0.1459,0.0031,-0.3782,-0.0023,0.0087,53.5625,imu
1785931170.229353,0.0000,-24.97704315185547,-24.42607879638672,-0.1449,0.0094,-0.3782,-0.0023,0.0109,53.4375,imu
1785931170.482376,0.2530,-24.97704315185547,-24.24242401123047,-0.1443,0.0125,-0.4147,-0.0028,0.0120,53.3750,imu
1785931170.482428,0.0001,-24.793386459350586,-24.24242401123047,-0.1438,0.0094,-0.4147,-0.0028,0.0120,53.3750,imu
1785931170.535444,0.0530,-24.609731674194336,-24.24242401123047,-0.1432,0.0062,-0.4223,-0.0029,0.0109,53.4375,imu
1785931170.751533,0.2161,-24.609731674194336,-24.05876922607422,-0.1427,0.0094,-0.4532,-0.0032,0.0120,53.3750,imu
1785931170.751582,0.0000,-24.42607879638672,-23.87511444091797,-0.1416,0.0094,-0.4532,-0.0032,0.0131,53.3125,imu
1785931170.839968,0.0884,-24.42607879638672,-21.6712589263916,-0.1352,0.0468,-0.4651,-0.0034,0.0120,53.3750,imu
1785931171.057392,0.2174,-24.42607879638672,-32.13957595825195,-0.1659,-0.1311,-0.5012,-0.0039,0.0131,53.3125,imu
1785931171.057563,0.0002,-24.05876922607422,-22.22222137451172,-0.1357,0.0312,-0.5012,-0.0039,0.0164,53.1250,imu
1785931171.261970,0.2044,-24.18423843383789,-23.275054931640625,-0.1392,0.0155,-0.5296,-0.0043,0.0175,53.0625,imu
1785931171.262016,0.0000,-24.05876922607422,-29.568410873413086,-0.1572,-0.0937,-0.5296,-0.0043,0.0164,53.1250,imu
1785931171.318304,0.0563,-23.87511444091797,-22.77318572998047,-0.1368,0.0187,-0.5373,-0.0045,0.0185,53.0000,imu
