t,dt,left_rpm,right_rpm,v,w,x,y,theta,imu_heading_deg,theta_src
1786002083.154983,0.0000,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,256.6875,enc
1786002083.183728,0.0287,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,256.6875,imu
1786002083.283777,0.1000,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,256.6875,imu
1786002083.386011,0.1022,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,256.6875,imu
1786002083.492744,0.1067,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,256.6875,imu
1786002083.583976,0.0912,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,256.6875,imu
1786002083.725994,0.1420,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,256.6875,imu
1786002083.786962,0.0610,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,256.6875,imu
1786002083.897738,0.1108,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,256.6875,imu
1786002083.983391,0.0857,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,256.6875,imu
1786002084.088607,0.1052,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,256.6875,imu
1786002084.185284,0.0967,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,256.6875,imu
1786002084.285359,0.1001,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,256.6875,imu
1786002084.386069,0.1007,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,256.6875,imu
1786002084.485498,0.0994,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,256.6875,imu
1786002084.587425,0.1019,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,256.6875,imu
1786002084.686843,0.0994,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,256.6875,imu
1786002084.803689,0.1168,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,256.6875,imu
1786002084.886922,0.0832,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,256.6875,imu
1786002085.000069,0.1131,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,256.6875,imu
1786002085.084808,0.0847,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,256.6875,imu
1786002085.187880,0.1031,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,256.6875,imu
1786002085.287276,0.0994,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,256.6875,imu
1786002085.388022,0.1007,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,256.6875,imu
1786002085.488425,0.1004,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,256.6875,imu
1786002085.588668,0.1002,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,256.6875,imu
1786002085.689245,0.1006,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,256.6875,imu
1786002085.790788,0.1015,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,256.6875,imu
1786002085.893161,0.1024,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,256.6875,imu
1786002085.989418,0.0963,11.2029390335083,10.4683198928833,0.0635,-0.0125,0.0061,0.0000,0.0000,256.6875,imu
1786002086.091671,0.1023,38.01652908325195,34.8943977355957,0.2138,-0.0531,0.0280,-0.0003,-0.0131,257.4375,imu
1786002086.190834,0.0992,36.36727523803711,33.63972854614258,0.2053,-0.0464,0.0483,-0.0004,-0.0065,257.0625,imu
1786002086.291223,0.1004,36.00360107421875,33.457889556884766,0.2037,-0.0433,0.0688,-0.0006,-0.0087,257.1875,imu
1786002086.393519,0.1023,36.1907844543457,33.3099250793457,0.2038,-0.0490,0.0896,-0.0007,-0.0065,257.0625,imu
1786002086.493824,0.1003,35.81267166137695,33.24150466918945,0.2025,-0.0437,0.1099,-0.0008,-0.0055,257.0000,imu
1786002086.597985,0.1042,35.9963264465332,33.24150466918945,0.2030,-0.0468,0.1311,-0.0010,-0.0055,257.0000,imu
1786002086.698082,0.1001,35.63992691040039,33.27605438232422,0.2021,-0.0402,0.1513,-0.0011,-0.0055,257.0000,imu
1786002086.798018,0.0999,35.6290168762207,33.4251594543457,0.2025,-0.0375,0.1715,-0.0012,-0.0065,257.0625,imu
1786002086.896212,0.0982,35.6290168762207,33.4251594543457,0.2025,-0.0375,0.1914,-0.0014,-0.0076,257.1250,imu
1786002086.997513,0.1013,35.6290168762207,33.4251594543457,0.2025,-0.0375,0.2119,-0.0015,-0.0076,257.1250,imu
1786002087.095196,0.0977,35.2617073059082,33.4251594543457,0.2014,-0.0312,0.2316,-0.0016,-0.0065,257.0625,imu
1786002087.200530,0.1053,35.1104621887207,33.3099250793457,0.2006,-0.0306,0.2527,-0.0018,-0.0087,257.1875,imu
1786002087.297510,0.0970,35.1104621887207,33.3099250793457,0.2006,-0.0306,0.2722,-0.0020,-0.0087,257.1875,imu
1786002087.399401,0.1019,35.1104621887207,32.9498176574707,0.1996,-0.0367,0.2925,-0.0022,-0.0098,257.2500,imu
1786002087.507346,0.1079,35.1104621887207,33.1298713684082,0.2001,-0.0337,0.3141,-0.0024,-0.0109,257.3125,imu
1786002087.614022,0.1067,34.91258239746094,33.27605438232422,0.1999,-0.0278,0.3354,-0.0026,-0.0098,257.2500,imu
1786002087.704722,0.0907,34.71074295043945,33.0578498840332,0.1987,-0.0281,0.3535,-0.0028,-0.0098,257.2500,imu
1786002087.804749,0.1000,34.8943977355957,33.24150466918945,0.1998,-0.0281,0.3735,-0.0030,-0.0087,257.1875,imu
1786002087.903270,0.0985,34.71074295043945,32.87419509887695,0.1982,-0.0312,0.3930,-0.0032,-0.0109,257.3125,imu
1786002088.005814,0.1025,34.7503547668457,32.7697639465332,0.1980,-0.0337,0.4133,-0.0034,-0.0120,257.3750,imu
1786002088.112848,0.1070,34.3902473449707,32.9498176574707,0.1975,-0.0245,0.4344,-0.0037,-0.0120,257.3750,imu
1786002088.220049,0.1072,34.3902473449707,32.5897102355957,0.1964,-0.0306,0.4555,-0.0040,-0.0120,257.3750,imu
1786002088.320898,0.1008,34.3902473449707,32.7697639465332,0.1969,-0.0275,0.4753,-0.0042,-0.0120,257.3750,imu
1786002088.416903,0.0960,34.3902473449707,32.5897102355957,0.1964,-0.0306,0.4942,-0.0044,-0.0120,257.3750,imu
1786002088.517961,0.1011,34.2101936340332,32.5897102355957,0.1959,-0.0275,0.5140,-0.0046,-0.0109,257.3125,imu
1786002088.616838,0.0989,33.97612380981445,32.50688552856445,0.1949,-0.0250,0.5332,-0.0049,-0.0120,257.3750,imu
1786002088.724205,0.1074,34.1597785949707,32.50688552856445,0.1955,-0.0281,0.5542,-0.0051,-0.0109,257.3125,imu
1786002088.816051,0.0918,33.97612380981445,32.3232307434082,0.1944,-0.0281,0.5721,-0.0053,-0.0098,257.2500,imu
1786002088.999166,0.1831,33.97612380981445,32.3232307434082,0.1944,-0.0281,0.6077,-0.0057,-0.0109,257.3125,imu
1786002089.024565,0.0254,33.7924690246582,32.3232307434082,0.1939,-0.0250,0.6126,-0.0057,-0.0109,257.3125,imu
1786002089.250748,0.2262,33.7924690246582,32.13957595825195,0.1933,-0.0281,0.6563,-0.0062,-0.0109,257.3125,imu
1786002089.250811,0.0001,33.6700325012207,32.22960662841797,0.1932,-0.0245,0.6563,-0.0062,-0.0120,257.3750,imu
1786002089.319415,0.0686,33.7924690246582,32.13957595825195,0.1933,-0.0281,0.6696,-0.0063,-0.0120,257.3750,imu
1786002089.490737,0.1713,33.457889556884766,32.00320053100586,0.1919,-0.0247,0.7025,-0.0067,-0.0109,257.3125,imu
1786002089.524137,0.0334,33.60881423950195,32.13957595825195,0.1928,-0.0250,0.7089,-0.0068,-0.0120,257.3750,imu
1786002089.742296,0.2182,33.24150466918945,31.955923080444336,0.1912,-0.0219,0.7506,-0.0073,-0.0131,257.4375,imu
1786002089.742372,0.0001,33.4251594543457,31.955923080444336,0.1917,-0.0250,0.7506,-0.0073,-0.0142,257.5000,imu
1786002089.818942,0.0766,33.24150466918945,31.955923080444336,0.1912,-0.0219,0.7653,-0.0075,-0.0142,257.5000,imu
1786002089.974879,0.1559,33.24150466918945,31.772266387939453,0.1906,-0.0250,0.7950,-0.0080,-0.0142,257.5000,imu
1786002090.051272,0.0764,32.87419509887695,31.772266387939453,0.1896,-0.0187,0.8095,-0.0081,-0.0131,257.4375,imu
1786002090.226987,0.1757,33.0578498840332,31.772266387939453,0.1901,-0.0219,0.8429,-0.0086,-0.0131,257.4375,imu
1786002090.227059,0.0001,33.09421920776367,31.639528274536133,0.1898,-0.0247,0.8429,-0.0086,-0.0131,257.4375,imu
1786002090.319839,0.0928,32.87419509887695,31.588611602783203,0.1890,-0.0219,0.8604,-0.0088,-0.0120,257.3750,imu
1786002090.480866,0.1610,32.87419509887695,31.404958724975586,0.1885,-0.0250,0.8908,-0.0091,-0.0109,257.3125,imu
1786002090.522925,0.0421,32.7697639465332,31.509389877319336,0.1885,-0.0214,0.8987,-0.0092,-0.0109,257.3125,imu
1786002090.750522,0.2276,32.6905403137207,31.404958724975586,0.1879,-0.0219,0.9415,-0.0097,-0.0120,257.3750,imu
1786002090.792059,0.0415,32.87419509887695,31.221303939819336,0.1879,-0.0281,0.9493,-0.0099,-0.0229,258.0000,imu
1786002090.823491,0.0314,32.50688552856445,31.404958724975586,0.1874,-0.0187,0.9552,-0.0101,-0.0305,258.4375,imu
1786002090.991298,0.1678,32.6905403137207,31.221303939819336,0.1874,-0.0250,0.9866,-0.0110,-0.0305,258.4375,imu
1786002091.023477,0.0322,32.4096565246582,31.329336166381836,0.1869,-0.0184,0.9926,-0.0113,-0.0393,258.9375,imu
1786002091.241893,0.2184,32.4096565246582,31.329336166381836,0.1869,-0.0184,1.0334,-0.0129,-0.0393,258.9375,imu
1786002091.241958,0.0001,32.3232307434082,31.037647247314453,0.1858,-0.0219,1.0334,-0.0129,-0.0513,259.6250,imu
