t,dt,left_rpm,right_rpm,v,w,x,y,theta,imu_heading_deg,theta_src
1785825662.682758,0.0000,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,171.9375,enc
1785825662.758360,0.0756,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,171.9375,imu
1785825662.861882,0.1035,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,171.9375,imu
1785825662.958907,0.0970,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,171.9375,imu
1785825663.057933,0.0990,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,171.9375,imu
1785825663.160746,0.1028,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,171.9375,imu
1785825663.259928,0.0992,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,171.9375,imu
1785825663.363077,0.1031,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,171.9375,imu
1785825663.461888,0.0988,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,171.9375,imu
1785825663.561707,0.0998,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,171.9375,imu
1785825663.663178,0.1015,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,171.9375,imu
1785825663.764880,0.1017,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,171.9375,imu
1785825663.884855,0.1200,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,171.9375,imu
1785825663.970189,0.0853,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,171.9375,imu
1785825664.070921,0.1007,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,171.9375,imu
1785825664.169578,0.0987,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,171.9375,imu
1785825664.267748,0.0982,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,171.9375,imu
1785825664.369345,0.1016,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,171.9375,imu
1785825664.473883,0.1045,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,171.9375,imu
1785825664.572120,0.0982,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,171.9375,imu
1785825664.676908,0.1048,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,171.9375,imu
1785825664.770010,0.0931,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,171.9375,imu
1785825664.870076,0.1001,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,171.9375,imu
1785825664.970427,0.1004,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,171.9375,imu
1785825665.071499,0.1011,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,171.9375,imu
1785825665.169971,0.0985,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,171.9375,imu
1785825665.275768,0.1058,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,171.9375,imu
1785825665.375485,0.0997,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,171.9375,imu
1785825665.474306,0.0988,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,171.9375,imu
1785825665.575506,0.1012,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,171.9375,imu
