t,dt,left_rpm,right_rpm,v,w,x,y,theta
1785241271.424689,0.0000,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000
1785241271.555833,0.1311,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000
1785241271.626885,0.0711,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000
1785241271.739659,0.1128,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000
1785241271.835591,0.0959,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000
1785241271.933666,0.0981,13.684078216552734,14.044185638427734,0.0813,0.0061,0.0080,0.0000,0.0006
1785241272.036164,0.1025,24.66735076904297,26.46788787841797,0.1499,0.0306,0.0233,0.0001,0.0037
1785241272.145849,0.1097,24.18423843383789,26.366273880004883,0.1482,0.0371,0.0396,0.0002,0.0078
1785241272.240506,0.0947,25.02745819091797,27.008047103881836,0.1526,0.0337,0.0540,0.0003,0.0110
1785241272.342601,0.1021,26.64794158935547,28.988637924194336,0.1631,0.0398,0.0707,0.0006,0.0151
1785241272.440960,0.0984,26.62993621826172,28.650136947631836,0.1621,0.0343,0.0866,0.0009,0.0184
1785241272.543869,0.1029,26.64794158935547,28.628530502319336,0.1621,0.0337,0.1033,0.0013,0.0219
1785241272.645057,0.1012,26.46788787841797,28.80858612060547,0.1621,0.0398,0.1197,0.0017,0.0259
1785241272.755623,0.1106,26.46788787841797,28.988637924194336,0.1626,0.0428,0.1377,0.0022,0.0307
1785241272.852168,0.0965,27.008047103881836,29.52880096435547,0.1658,0.0428,0.1537,0.0028,0.0348
1785241272.948812,0.0966,27.731863021850586,30.303028106689453,0.1702,0.0437,0.1701,0.0034,0.0390
1785241273.049963,0.1012,27.728261947631836,30.249011993408203,0.1700,0.0428,0.1873,0.0042,0.0434
1785241273.151402,0.1014,27.275455474853516,30.184837341308594,0.1685,0.0495,0.2044,0.0050,0.0484
1785241273.251478,0.1001,27.731863021850586,30.119375228881836,0.1696,0.0406,0.2213,0.0059,0.0524
1785241273.353476,0.1020,29.888906478881836,30.429067611694336,0.1769,0.0092,0.2393,0.0069,0.0534
1785241273.453645,0.1002,29.752065658569336,30.486684799194336,0.1766,0.0125,0.2570,0.0078,0.0546
1785241273.555270,0.1016,29.708852767944336,30.249011993408203,0.1758,0.0092,0.2748,0.0088,0.0556
1785241273.657182,0.1019,30.789175033569336,30.609121322631836,0.1800,-0.0031,0.2931,0.0098,0.0552
1785241273.757957,0.1008,30.853992462158203,30.486684799194336,0.1799,-0.0062,0.3112,0.0108,0.0546
1785241273.865443,0.1075,30.609121322631836,30.429067611694336,0.1790,-0.0031,0.3305,0.0119,0.0543
1785241273.963888,0.0984,30.609121322631836,30.429067611694336,0.1790,-0.0031,0.3480,0.0128,0.0540
1785241274.061044,0.0972,30.486684799194336,30.670339584350586,0.1793,0.0031,0.3654,0.0138,0.0543
1785241274.171417,0.1104,30.429067611694336,30.429067611694336,0.1784,0.0000,0.3851,0.0148,0.0543
1785241274.266552,0.0951,31.149282455444336,30.609121322631836,0.1811,-0.0092,0.4023,0.0157,0.0534
1785241274.367796,0.1012,30.969226837158203,30.429067611694336,0.1800,-0.0092,0.4205,0.0167,0.0525
1785241274.472287,0.1045,30.969226837158203,30.609121322631836,0.1806,-0.0061,0.4394,0.0177,0.0518
1785241274.571194,0.0989,30.969226837158203,30.429067611694336,0.1800,-0.0092,0.4571,0.0186,0.0509
1785241274.672829,0.1016,31.094018936157227,30.54850959777832,0.1807,-0.0093,0.4755,0.0195,0.0500
1785241274.789829,0.1170,30.969226837158203,30.429067611694336,0.1800,-0.0092,0.4965,0.0205,0.0489
1785241274.886079,0.0962,30.969226837158203,30.609121322631836,0.1806,-0.0061,0.5139,0.0214,0.0483
1785241274.984704,0.0986,31.149282455444336,30.249011993408203,0.1800,-0.0153,0.5316,0.0222,0.0468
1785241275.085088,0.1004,31.149282455444336,30.249011993408203,0.1800,-0.0153,0.5497,0.0230,0.0453
1785241275.182039,0.0970,30.969226837158203,30.429067611694336,0.1800,-0.0092,0.5671,0.0238,0.0444
1785241275.285911,0.1039,30.969226837158203,30.068960189819336,0.1790,-0.0153,0.5857,0.0246,0.0428
1785241275.386525,0.1006,30.969226837158203,30.249011993408203,0.1795,-0.0122,0.6037,0.0253,0.0416
1785241275.488652,0.1021,30.789175033569336,30.068960189819336,0.1784,-0.0122,0.6219,0.0261,0.0403
1785241275.592147,0.1035,30.969226837158203,30.249011993408203,0.1795,-0.0122,0.6405,0.0268,0.0391
1785241275.696552,0.1044,30.789175033569336,30.068960189819336,0.1784,-0.0122,0.6591,0.0275,0.0378
1785241275.796213,0.0997,30.789175033569336,30.068960189819336,0.1784,-0.0122,0.6769,0.0282,0.0366
1785241275.921242,0.1250,30.789175033569336,30.249011993408203,0.1790,-0.0092,0.6992,0.0289,0.0354
1785241276.029983,0.1087,30.609121322631836,30.068960189819336,0.1779,-0.0092,0.7186,0.0296,0.0344
1785241276.280353,0.2504,30.670339584350586,30.303028106689453,0.1788,-0.0062,0.7633,0.0311,0.0328
1785241276.294701,0.0143,30.609121322631836,29.888906478881836,0.1774,-0.0122,0.7659,0.0312,0.0327
1785241276.530253,0.2356,30.789175033569336,30.429067611694336,0.1795,-0.0061,0.8081,0.0325,0.0312
1785241276.530651,0.0004,30.853992462158203,27.91551971435547,0.1723,-0.0499,0.8082,0.0325,0.0312
1785241276.559576,0.0289,31.149282455444336,27.188100814819336,0.1711,-0.0673,0.8131,0.0326,0.0293
1785241276.621596,0.0620,30.969226837158203,27.188100814819336,0.1705,-0.0643,0.8237,0.0329,0.0253
1785241276.787199,0.1656,31.149282455444336,27.188100814819336,0.1711,-0.0673,0.8520,0.0333,0.0141
1785241276.847886,0.0607,31.275854110717773,26.91178321838379,0.1706,-0.0742,0.8624,0.0334,0.0096
1785241277.031357,0.1835,31.037647247314453,25.71166229248047,0.1664,-0.0905,0.8929,0.0332,-0.0070
1785241277.297022,0.2657,31.149282455444336,25.567617416381836,0.1663,-0.0949,0.9371,0.0318,-0.0322
1785241277.323985,0.0270,31.149282455444336,25.567617416381836,0.1663,-0.0949,0.9416,0.0316,-0.0348
1785241277.351185,0.0272,31.329336166381836,25.02745819091797,0.1652,-0.1071,0.9461,0.0314,-0.0377
1785241277.363211,0.0120,31.149282455444336,24.66735076904297,0.1637,-0.1102,0.9480,0.0314,-0.0390
1785241277.534093,0.1709,31.329336166381836,25.02745819091797,0.1652,-0.1071,0.9762,0.0297,-0.0573
1785241277.561200,0.0271,30.969226837158203,24.48729705810547,0.1626,-0.1102,0.9806,0.0295,-0.0603
1785241277.629288,0.0681,31.149282455444336,24.30724334716797,0.1626,-0.1163,0.9917,0.0287,-0.0682
1785241277.783511,0.1542,31.149282455444336,24.48729705810547,0.1631,-0.1132,1.0167,0.0266,-0.0857
1785241277.848688,0.0652,31.094018936157227,24.00240135192871,0.1616,-0.1205,1.0272,0.0256,-0.0935
1785241278.040844,0.1922,31.149282455444336,23.94713592529297,0.1616,-0.1224,1.0580,0.0220,-0.1170
1785241278.068160,0.0273,31.149282455444336,23.76708221435547,0.1610,-0.1255,1.0624,0.0214,-0.1205
1785241278.291681,0.2235,30.853992462158203,24.05876922607422,0.1610,-0.1155,1.0980,0.0162,-0.1463
1785241278.292978,0.0013,30.853992462158203,23.69145965576172,0.1599,-0.1217,1.0982,0.0162,-0.1464
1785241278.367417,0.0744,31.149282455444336,23.4069766998291,0.1600,-0.1316,1.1100,0.0143,-0.1562
1785241278.551608,0.1842,30.969226837158203,23.58702850341797,0.1600,-0.1255,1.1390,0.0091,-0.1794
1785241278.601356,0.0497,30.969226837158203,23.58702850341797,0.1600,-0.1255,1.1468,0.0076,-0.1856
1785241278.795916,0.1946,30.789175033569336,23.4069766998291,0.1589,-0.1255,1.1770,0.0011,-0.2100
1785241278.883449,0.0875,30.969226837158203,23.4069766998291,0.1594,-0.1285,1.1906,-0.0019,-0.2213
1785241279.045820,0.1624,30.789175033569336,23.4069766998291,0.1589,-0.1255,1.2157,-0.0081,-0.2416
1785241279.046587,0.0008,31.149282455444336,23.22692108154297,0.1594,-0.1347,1.2158,-0.0081,-0.2417
1785241279.142836,0.0962,30.249011993408203,25.74767303466797,0.1642,-0.0765,1.2311,-0.0120,-0.2491
1785241279.302828,0.1600,30.068960189819336,25.567617416381836,0.1631,-0.0765,1.2563,-0.0188,-0.2613
1785241279.348440,0.0456,30.068960189819336,25.567617416381836,0.1631,-0.0765,1.2635,-0.0207,-0.2648
1785241279.371521,0.0231,30.068960189819336,25.74767303466797,0.1637,-0.0735,1.2672,-0.0217,-0.2665
1785241279.583046,0.2115,30.249011993408203,25.567617416381836,0.1637,-0.0796,1.3004,-0.0314,-0.2834
1785241279.612656,0.0296,29.708852767944336,26.46788787841797,0.1647,-0.0551,1.3051,-0.0328,-0.2850
