t,dt,left_rpm,right_rpm,v,w,x,y,theta
1785240630.343286,0.0000,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000
1785240630.437916,0.0946,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000
1785240630.549494,0.1116,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000
1785240630.636592,0.0871,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000
1785240630.737629,0.1010,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000
1785240630.836910,0.0993,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000
1785240630.936864,0.1000,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000
1785240631.034909,0.0980,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000
1785240631.273319,0.2384,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000
1785240631.274444,0.0011,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000
1785240631.342686,0.0682,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000
1785240631.525592,0.1829,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000
1785240631.547933,0.0223,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000
1785240631.772458,0.2245,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000
1785240631.808275,0.0358,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000
1785240631.846251,0.0380,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000
1785240632.040834,0.1946,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000
1785240632.062886,0.0221,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000
1785240632.270741,0.2079,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000
1785240632.272490,0.0017,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000
1785240632.351306,0.0788,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000
1785240632.532635,0.1813,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000
1785240632.557234,0.0246,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000
1785240632.778387,0.2212,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000
1785240632.801312,0.0229,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000
1785240632.855192,0.0539,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000
1785240633.031587,0.1764,-18.3654727935791,-17.819963455200195,-0.1061,0.0093,-0.0187,-0.0000,0.0016
1785240633.057739,0.0262,-27.008047103881836,-28.268423080444336,-0.1621,-0.0214,-0.0230,-0.0000,0.0011
1785240633.284482,0.2267,-26.46788787841797,-25.02745819091797,-0.1510,0.0245,-0.0572,-0.0003,0.0066
1785240633.285624,0.0011,-26.002599716186523,-25.09341812133789,-0.1498,0.0155,-0.0574,-0.0003,0.0066
1785240633.360915,0.0753,-26.078969955444336,-25.16069793701172,-0.1502,0.0156,-0.0687,-0.0004,0.0078
1785240633.538637,0.1777,-26.10778045654297,-25.02745819091797,-0.1499,0.0184,-0.0953,-0.0006,0.0111
1785240633.565786,0.0271,-26.002599716186523,-24.911582946777344,-0.1493,0.0185,-0.0994,-0.0007,0.0116
1785240633.791243,0.2255,-25.92772674560547,-25.02745819091797,-0.1494,0.0153,-0.1331,-0.0012,0.0150
1785240633.841760,0.0505,-25.74767303466797,-24.847402572631836,-0.1484,0.0153,-0.1405,-0.0013,0.0158
1785240633.884198,0.0424,-18.910982131958008,-18.72914695739746,-0.1104,0.0031,-0.1452,-0.0014,0.0159
1785240634.041333,0.1571,-0.18005365133285522,-0.36010730266571045,-0.0016,-0.0031,-0.1455,-0.0014,0.0155
1785240634.095433,0.0541,-0.0,-0.0,-0.0000,0.0000,-0.1455,-0.0014,0.0155
1785240634.290699,0.1953,-0.0,-0.0,-0.0000,0.0000,-0.1455,-0.0014,0.0155
1785240634.348279,0.0576,-0.0,-0.0,-0.0000,0.0000,-0.1455,-0.0014,0.0155
1785240634.384063,0.0358,9.362789154052734,-9.00268268585205,0.0011,-0.3122,-0.1454,-0.0014,0.0043
1785240634.541186,0.1571,40.6921272277832,-38.1713752746582,0.0074,-1.3405,-0.1443,-0.0016,-0.2063
1785240634.595925,0.0547,38.3514289855957,-36.1907844543457,0.0063,-1.2671,-0.1440,-0.0017,-0.2757
1785240634.790629,0.1947,38.01652908325195,-35.44536209106445,0.0075,-1.2487,-0.1427,-0.0025,-0.5188
1785240634.791368,0.0007,37.9913215637207,-35.8306770324707,0.0063,-1.2548,-0.1427,-0.0025,-0.5197
1785240634.885168,0.0938,38.00379943847656,-35.8217658996582,0.0064,-1.2549,-0.1422,-0.0028,-0.6375
1785240635.040992,0.1558,37.9913215637207,-36.0107307434082,0.0058,-1.2579,-0.1416,-0.0035,-0.8335
1785240635.095093,0.0541,37.8112678527832,-35.6506233215332,0.0063,-1.2487,-0.1414,-0.0038,-0.9010
1785240635.298605,0.2035,38.01652908325195,-36.17998123168945,0.0054,-1.2612,-0.1409,-0.0048,-1.1577
1785240635.299615,0.0010,38.00379943847656,-35.8217658996582,0.0064,-1.2549,-0.1409,-0.0048,-1.1590
1785240635.539937,0.2403,21.60643768310547,-20.88622283935547,0.0021,-0.7223,-0.1408,-0.0053,-1.3325
1785240635.540951,0.0010,20.911184310913086,-19.82016372680664,0.0032,-0.6924,-0.1408,-0.0053,-1.3332
1785240635.614805,0.0739,39.64032745361328,-37.09461975097656,0.0075,-1.3043,-0.1407,-0.0058,-1.4296
1785240635.792259,0.1775,38.00379943847656,-36.00360107421875,0.0059,-1.2580,-0.1408,-0.0068,-1.6528
1785240635.816326,0.0241,38.1713752746582,-35.6506233215332,0.0074,-1.2548,-0.1409,-0.0070,-1.6830
1785240636.040540,0.2242,38.01652908325195,-35.81267166137695,0.0065,-1.2549,-0.1414,-0.0084,-1.9644
1785240636.041586,0.0010,37.9913215637207,-35.8306770324707,0.0063,-1.2548,-0.1414,-0.0084,-1.9657
1785240636.113421,0.0718,38.00379943847656,-36.00360107421875,0.0059,-1.2580,-0.1416,-0.0087,-2.0561
1785240636.213405,0.1000,37.9913215637207,-35.8306770324707,0.0063,-1.2548,-0.1420,-0.0093,-2.1815
1785240636.307058,0.0937,37.821964263916016,-35.8217658996582,0.0059,-1.2518,-0.1423,-0.0097,-2.2988
1785240636.417280,0.1102,37.9913215637207,-35.8306770324707,0.0063,-1.2548,-0.1429,-0.0101,-2.4371
1785240636.511835,0.0946,33.8500862121582,-32.22960662841797,0.0048,-1.1232,-0.1432,-0.0104,-2.5433
1785240636.634418,0.1226,1.0803219079971313,-1.2603754997253418,-0.0005,-0.0398,-0.1432,-0.0103,-2.5482
1785240636.733201,0.0988,-0.0,-0.0,-0.0000,0.0000,-0.1432,-0.0103,-2.5482
1785240636.871544,0.1383,-0.0,-0.0,-0.0000,0.0000,-0.1432,-0.0103,-2.5482
1785240636.919567,0.0480,-0.0,-0.0,-0.0000,0.0000,-0.1432,-0.0103,-2.5482
1785240637.017785,0.0982,-0.0,-0.0,-0.0000,0.0000,-0.1432,-0.0103,-2.5482
1785240637.120377,0.1026,-10.26305866241455,8.82262897491455,-0.0042,0.3244,-0.1428,-0.0101,-2.5149
1785240637.223433,0.1031,-39.6118049621582,37.0910530090332,-0.0074,1.3038,-0.1423,-0.0096,-2.3805
1785240637.323667,0.1002,-37.27645492553711,34.73074722290039,-0.0075,1.2240,-0.1418,-0.0090,-2.2578
