t,dt,left_rpm,right_rpm,v,w,x,y,theta
1785484645.289468,0.0000,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000
1785484645.437608,0.1481,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000
1785484645.491751,0.0541,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000
1785484645.593313,0.1016,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000
1785484645.694134,0.1008,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000
1785484645.811156,0.1170,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000
1785484645.896384,0.0852,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000
1785484645.997378,0.1010,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000
1785484646.098660,0.1013,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000
1785484646.200326,0.1017,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000
1785484646.300403,0.1001,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000
1785484646.401339,0.1009,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000
1785484646.507940,0.1066,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000
1785484646.603268,0.0953,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000
1785484646.706637,0.1034,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000
1785484646.806624,0.1000,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000
1785484646.908765,0.1021,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000
1785484647.021209,0.1124,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000
1785484647.108887,0.0877,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000
1785484647.213928,0.1050,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000
1785484647.315327,0.1014,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000
1785484647.418238,0.1029,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000
1785484647.515323,0.0971,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000
1785484647.614912,0.0996,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000
1785484647.716009,0.1011,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000
