t,dt,left_rpm,right_rpm,v,w,x,y,theta,imu_heading_deg,theta_src
1786021982.289572,0.0000,0.0,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,,enc
1786021982.289861,0.0003,0.0,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,,enc
1786021982.338500,0.0486,0.0,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,,enc
1786021982.534126,0.1956,0.0,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,,enc
1786021982.544278,0.0102,0.0,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,,enc
1786021982.775291,0.2310,0.0,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,,enc
1786021982.775371,0.0001,0.0,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,,enc
1786021982.840909,0.0655,0.0,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,,enc
1786021983.023748,0.1828,0.0,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,,enc
1786021983.036511,0.0128,0.0,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,,enc
1786021983.273939,0.2374,0.0,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,,enc
1786021983.274051,0.0001,0.0,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,,enc
1786021983.335986,0.0619,0.0,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,,enc
1786021983.525258,0.1893,0.0,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,,enc
1786021983.537513,0.0123,0.0,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,,enc
1786021983.774680,0.2372,0.0,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,,enc
1786021983.774745,0.0001,0.0,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,,enc
1786021983.842574,0.0678,0.0,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,,enc
1786021984.030790,0.1882,0.0,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,,enc
1786021984.039471,0.0087,0.0,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,,enc
1786021984.279360,0.2399,0.0,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,,enc
1786021984.279414,0.0001,0.0,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,,enc
1786021984.340570,0.0612,0.0,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,,enc
1786021984.534400,0.1938,0.0,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,,enc
1786021984.541954,0.0076,0.0,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,,enc
1786021984.794011,0.2521,25.578472137451172,25.578472137451172,0.1500,0.0000,0.0378,0.0000,0.0000,,enc
1786021984.794062,0.0001,25.578472137451172,25.578472137451172,0.1500,0.0000,0.0378,0.0000,0.0000,,enc
1786021984.842057,0.0480,25.578472137451172,25.578472137451172,0.1500,0.0000,0.0450,0.0000,0.0000,,enc
1786021985.043914,0.2019,25.578472137451172,25.578472137451172,0.1500,0.0000,0.0753,0.0000,0.0000,,enc
1786021985.051239,0.0073,25.578472137451172,25.578472137451172,0.1500,0.0000,0.0764,0.0000,0.0000,,enc
1786021985.153593,0.1024,25.578472137451172,25.578472137451172,0.1500,0.0000,0.0917,0.0000,0.0000,,enc
1786021985.248010,0.0944,25.578472137451172,25.578472137451172,0.1500,0.0000,0.1059,0.0000,0.0000,,enc
1786021985.348032,0.1000,25.578472137451172,25.578472137451172,0.1500,0.0000,0.1209,0.0000,0.0000,,enc
