t,dt,left_rpm,right_rpm,v,w,x,y,theta
1785501988.873365,0.0000,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000
1785501988.975598,0.1022,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000
1785501989.082386,0.1068,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000
1785501989.179635,0.0972,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000
1785501989.304342,0.1247,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000
1785501989.404913,0.1006,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000
1785501989.488944,0.0840,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000
1785501989.585060,0.0961,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000
1785501989.688890,0.1038,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000
1785501989.786522,0.0976,13.455891609191895,13.092218399047852,0.0778,-0.0062,0.0076,-0.0000,-0.0006
1785501989.887820,0.1013,27.09362030029297,28.548309326171875,0.1632,0.0247,0.0241,0.0000,0.0019
1785501990.058466,0.1706,26.287832260131836,27.548208236694336,0.1579,0.0214,0.0511,0.0002,0.0056
1785501990.163104,0.1046,26.002599716186523,27.457292556762695,0.1568,0.0247,0.0675,0.0003,0.0081
1785501990.203043,0.0399,26.002599716186523,27.457292556762695,0.1568,0.0247,0.0737,0.0004,0.0091
1785501990.294410,0.0914,26.287832260131836,28.988637924194336,0.1621,0.0459,0.0885,0.0006,0.0133
1785501990.535063,0.2407,27.008047103881836,31.509389877319336,0.1716,0.0765,0.1298,0.0019,0.0317
1785501990.575066,0.0400,26.91178321838379,31.275854110717773,0.1706,0.0742,0.1366,0.0021,0.0347
1785501990.599408,0.0243,27.09362030029297,32.912384033203125,0.1759,0.0989,0.1409,0.0023,0.0371
1785501990.699031,0.0996,27.275455474853516,32.912384033203125,0.1765,0.0958,0.1585,0.0031,0.0467
1785501990.800175,0.1011,26.91178321838379,33.09421920776367,0.1759,0.1051,0.1762,0.0041,0.0573
