t,dt,left_rpm,right_rpm,v,w,x,y,theta,imu_heading_deg,theta_src
1786001951.456127,0.0000,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,237.9375,enc
1786001951.499292,0.0432,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,237.9375,imu
1786001951.602634,0.1033,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,237.9375,imu
1786001951.701750,0.0991,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,237.9375,imu
1786001951.804204,0.1025,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,237.9375,imu
1786001951.910698,0.1065,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,237.9375,imu
1786001952.005236,0.0945,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,237.9375,imu
1786001952.108587,0.1034,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,237.9375,imu
1786001952.206744,0.0982,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,237.9375,imu
1786001952.307542,0.1008,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,237.9375,imu
1786001952.423249,0.1157,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,237.9375,imu
1786001952.511726,0.0885,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,237.9375,imu
1786001952.614581,0.1029,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,237.9375,imu
1786001952.721014,0.1064,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,237.9375,imu
1786001952.817745,0.0967,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,237.9375,imu
1786001952.918921,0.1012,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,237.9375,imu
1786001953.021367,0.1024,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,237.9375,imu
1786001953.117473,0.0961,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,237.9375,imu
1786001953.219693,0.1022,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,237.9375,imu
1786001953.321465,0.1018,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,237.9375,imu
