t,dt,left_rpm,right_rpm,v,w,x,y,theta,imu_heading_deg,theta_src,lateral_m_s
1786690586.360120,0.0000,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,,enc,
1786690586.552361,0.1922,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,,enc,
1786690586.565245,0.0129,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,,enc,
1786690586.662802,0.0976,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,,enc,
1786690586.873453,0.2107,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,,enc,
1786690586.892132,0.0187,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,,enc,
1786690586.968922,0.0768,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,,enc,
1786690587.064795,0.0959,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,,enc,
1786690587.223360,0.1586,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,,enc,
1786690587.272062,0.0487,2.5711660385131836,2.3875112533569336,0.0145,-0.0031,0.0007,-0.0000,-0.0002,,enc,
1786690587.384831,0.1128,28.268423080444336,27.008047103881836,0.1621,-0.0214,0.0190,-0.0000,-0.0026,,enc,
1786690587.646375,0.2615,27.731863021850586,26.813589096069336,0.1599,-0.0156,0.0608,-0.0003,-0.0067,,enc,
1786690587.646443,0.0001,27.457292556762695,26.366273880004883,0.1578,-0.0185,0.0608,-0.0003,-0.0067,,enc,
1786690587.673747,0.0273,29.348745346069336,27.728261947631836,0.1674,-0.0275,0.0654,-0.0004,-0.0074,,enc,
1786690587.886590,0.2128,31.149282455444336,29.348745346069336,0.1774,-0.0306,0.1031,-0.0009,-0.0139,,enc,
1786690587.897486,0.0109,31.221303939819336,29.201101303100586,0.1772,-0.0343,0.1051,-0.0009,-0.0143,,enc,
1786690587.994667,0.0972,30.912181854248047,29.275653839111328,0.1765,-0.0278,0.1222,-0.0012,-0.0170,,enc,
1786690588.073874,0.0792,31.037647247314453,29.017446517944336,0.1761,-0.0343,0.1362,-0.0015,-0.0197,,enc,
1786690588.233223,0.1593,32.73054504394531,30.54850959777832,0.1855,-0.0371,0.1657,-0.0022,-0.0256,,enc,
1786690588.281606,0.0484,32.73054504394531,30.54850959777832,0.1855,-0.0371,0.1747,-0.0025,-0.0274,,enc,
1786690588.383396,0.1018,32.4096565246582,30.609121322631836,0.1848,-0.0306,0.1935,-0.0031,-0.0305,,enc,
1786690588.535253,0.1519,33.60881423950195,31.221303939819336,0.1901,-0.0406,0.2223,-0.0041,-0.0367,,enc,
1786690588.599095,0.0638,33.3099250793457,31.329336166381836,0.1895,-0.0337,0.2344,-0.0046,-0.0388,,enc,
1786690588.679757,0.0807,33.24150466918945,31.404958724975586,0.1896,-0.0312,0.2497,-0.0052,-0.0414,,enc,
1786690588.863630,0.1839,33.27605438232422,31.275854110717773,0.1893,-0.0340,0.2845,-0.0069,-0.0476,,enc,
1786690588.893860,0.0302,33.0578498840332,31.404958724975586,0.1890,-0.0281,0.2902,-0.0072,-0.0485,,enc,
1786690588.984461,0.0906,33.457889556884766,31.457691192626953,0.1903,-0.0340,0.3074,-0.0080,-0.0515,,enc,
