t,dt,left_rpm,right_rpm,v,w,x,y,theta,imu_heading_deg,theta_src
1786001550.746053,0.0000,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,359.9375,enc
1786001550.746145,0.0001,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,359.9375,enc
1786001550.801016,0.0549,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,359.9375,enc
1786001551.001046,0.2000,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,359.9375,enc
1786001551.005815,0.0048,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,359.9375,enc
1786001551.249172,0.2434,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,359.9375,enc
1786001551.249252,0.0001,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,359.9375,enc
1786001551.311201,0.0619,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,359.9375,enc
1786001551.502223,0.1910,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,359.9375,enc
1786001551.511881,0.0097,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,359.9375,enc
1786001551.753931,0.2420,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,359.9375,enc
1786001551.753998,0.0001,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,359.9375,enc
1786001551.808948,0.0549,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,359.9375,enc
1786001552.007031,0.1981,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,359.9375,enc
1786001552.008782,0.0018,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,359.9375,enc
1786001552.259772,0.2510,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,359.9375,enc
1786001552.259833,0.0001,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,359.9375,enc
1786001552.313162,0.0533,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,359.9375,enc
1786001552.515781,0.2026,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,359.9375,enc
1786001552.515838,0.0001,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,359.9375,enc
1786001552.763514,0.2477,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,359.9375,enc
1786001552.763574,0.0001,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,359.9375,enc
1786001552.810020,0.0464,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,359.9375,enc
1786001553.014336,0.2043,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,359.9375,enc
1786001553.014393,0.0001,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,359.9375,enc
1786001553.269011,0.2546,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,359.9375,enc
1786001553.269070,0.0001,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,359.9375,enc
1786001553.317586,0.0485,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,359.9375,enc
1786001553.590389,0.2728,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,359.9375,enc
1786001553.590532,0.0001,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,359.9375,enc
1786001553.618580,0.0280,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,359.9375,enc
1786001553.720276,0.1017,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,359.9375,enc
1786001553.823714,0.1034,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,359.9375,enc
1786001553.923709,0.1000,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,359.9375,enc
1786001554.026470,0.1028,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,359.9375,enc
1786001554.125704,0.0992,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,359.9375,enc
1786001554.226750,0.1010,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,359.9375,enc
