t,dt,left_rpm,right_rpm,v,w,x,y,theta,imu_heading_deg,theta_src
1785930456.053264,0.0000,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,71.0000,enc
1785930456.162390,0.1091,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,71.0000,imu
1785930456.296942,0.1346,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,71.0000,imu
1785930456.360588,0.0636,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,71.0000,imu
1785930456.456361,0.0958,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,71.0000,imu
1785930456.569853,0.1135,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,71.0000,imu
1785930456.661844,0.0920,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,71.0000,imu
1785930456.916636,0.2548,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,71.0000,imu
1785930456.977504,0.0609,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,71.0000,imu
1785930457.065852,0.0883,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,71.0000,imu
1785930457.126721,0.0609,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,71.0000,imu
1785930457.178330,0.0516,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,71.0000,imu
1785930457.292077,0.1137,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,71.0000,imu
1785930457.343937,0.0519,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,71.0000,imu
1785930457.474111,0.1302,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,71.0000,imu
1785930457.594330,0.1202,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,71.0000,imu
1785930457.638600,0.0443,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,71.0000,imu
1785930457.743188,0.1046,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,71.0000,imu
1785930457.848987,0.1058,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,71.0000,imu
1785930457.957421,0.1084,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,71.0000,imu
1785930458.089731,0.1323,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,71.0000,imu
1785930458.162904,0.0732,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,71.0000,imu
1785930458.304518,0.1416,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,71.0000,imu
1785930458.452033,0.1475,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,71.0000,imu
1785930458.507285,0.0553,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,71.0000,imu
1785930458.560682,0.0534,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000,71.0000,imu
1785930458.930345,0.3697,26.62993621826172,24.793386459350586,0.1508,-0.0312,0.0557,0.0001,0.0022,70.8750,imu
1785930458.930403,0.0001,36.0107307434082,33.8500862121582,0.2048,-0.0367,0.0557,0.0001,0.0033,70.8125,imu
1785930459.115558,0.1852,35.6506233215332,32.9498176574707,0.2011,-0.0459,0.0930,0.0002,0.0033,70.8125,imu
1785930459.288886,0.1733,35.1104621887207,32.9498176574707,0.1996,-0.0367,0.1276,0.0004,0.0055,70.6875,imu
1785930459.595323,0.3064,35.2905158996582,32.9498176574707,0.2001,-0.0398,0.1889,0.0008,0.0065,70.6250,imu
1785930459.678384,0.0831,35.07805252075195,33.0578498840332,0.1998,-0.0343,0.2055,0.0009,0.0065,70.6250,imu
1785930459.829532,0.1511,34.8943977355957,32.87419509887695,0.1987,-0.0343,0.2355,0.0011,0.0065,70.6250,imu
1785930459.997303,0.1678,35.1104621887207,32.9498176574707,0.1996,-0.0367,0.2690,0.0014,0.0065,70.6250,imu
1785930460.157315,0.1600,34.8943977355957,33.24150466918945,0.1998,-0.0281,0.3010,0.0016,0.0065,70.6250,imu
1785930460.346805,0.1895,34.71074295043945,33.0578498840332,0.1987,-0.0281,0.3386,0.0018,0.0065,70.6250,imu
