t,dt,left_rpm,right_rpm,v,w,x,y,theta
1785243620.946037,0.0000,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000
1785243621.036004,0.0900,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000
1785243621.212751,0.1767,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000
1785243621.236110,0.0234,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000
1785243621.466328,0.2302,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000
1785243621.467257,0.0009,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000
1785243621.536054,0.0688,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000
1785243621.721972,0.1859,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000
1785243621.740202,0.0182,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000
1785243621.965557,0.2254,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000
1785243621.967197,0.0016,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000
1785243622.055596,0.0884,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000
1785243622.224133,0.1685,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000
1785243622.246731,0.0226,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000
1785243622.479152,0.2324,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000
1785243622.479453,0.0003,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000
1785243622.553069,0.0736,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000
1785243622.758485,0.2054,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000
1785243622.771153,0.0127,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000
1785243622.984608,0.2135,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000
1785243622.985475,0.0009,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000
1785243623.059415,0.0739,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000
1785243623.240293,0.1809,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000
1785243623.277907,0.0376,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000
1785243623.492128,0.2142,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000
1785243623.513251,0.0211,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000
1785243623.744890,0.2316,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000
1785243623.744968,0.0001,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000
1785243623.777104,0.0321,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000
1785243623.992353,0.2152,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000
1785243623.992914,0.0006,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000
1785243624.066780,0.0739,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000
1785243624.244645,0.1779,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000
1785243624.283348,0.0387,-0.0,-0.0,-0.0000,0.0000,0.0000,0.0000,0.0000
